node_id,ipa_result,mc_10k,abs_error_10k,mc_100k,abs_error_100k,mc_1m,abs_error_1m
374,0.811034045,0.8089,0.002134045,0.810748,0.000286045,0.811401,
375,0.822986296,0.823,1.37E-05,0.82263,0.000356296,0.822908,
376,0.840730732,0.8495,0.008769268,0.84002,0.000710732,0.840567,
377,0.032432422,0.0331,0.000667578,0.032621,0.000188578,0.032114,
378,0.038548336,0.0381,0.000448336,0.03879,0.000241664,0.038403,
379,0.039299583,0.0387,0.000599583,0.039128,0.000171583,0.039149,
380,0.906090141,0.9088,0.002709859,0.906094,3.86E-06,0.906114,
381,0.265031573,0.263,0.002031573,0.26524,0.000208427,0.263745,
382,0.647728803,0.6505,0.002771197,0.647987,0.000258197,0.647269,
383,0.642845896,0.6451,0.002254104,0.643276,0.000430104,0.642973,
384,0.794847577,0.7963,0.001452423,0.794859,1.14E-05,0.794791,
385,0.719601434,0.7278,0.008198566,0.719813,0.000211566,0.719408,
386,0.750034739,0.7516,0.001565261,0.750322,0.000287261,0.749665,
387,0.699635707,0.7042,0.004564293,0.698991,0.000644707,0.699068,
388,0.730313366,0.7229,0.007413366,0.72966,0.000653366,0.730058,
389,0.653017292,0.6564,0.003382708,0.652405,0.000612292,0.653235,
390,0.675662192,0.6816,0.005937808,0.676016,0.000353808,0.67505,
391,0.701075121,0.703,0.001924879,0.700989,8.61E-05,0.700062,
392,0.656203925,0.6578,0.001596075,0.656113,9.09E-05,0.655757,
393,0.798072225,0.797,0.001072225,0.797854,0.000218225,0.798114,
394,0.074849504,0.0745,0.000349504,0.074703,0.000146504,0.074642,
395,0.081233242,0.0823,0.001066758,0.08123,3.24E-06,0.080749,
396,0.72689551,0.7246,0.00229551,0.726686,0.00020951,0.726661,
397,0.755124469,0.7532,0.001924469,0.754497,0.000627469,0.754838,
398,0.830225523,0.8303,7.45E-05,0.830324,9.85E-05,0.829832,
399,0.857826266,0.8617,0.003873734,0.857718,0.000108266,0.857784,
400,0.838930946,0.8369,0.002030946,0.839056,0.000125054,0.838525,
401,0.709233486,0.7165,0.007266514,0.709318,8.45E-05,0.708922,
402,0.848857055,0.8495,0.000642945,0.848802,5.51E-05,0.848439,
403,0.798136761,0.8,0.001863239,0.797856,0.000280761,0.798002,
404,0.772564882,0.769,0.003564882,0.772031,0.000533882,0.772463,
405,0.813225915,0.815,0.001774085,0.8133,7.41E-05,0.812654,
406,0.026642606,0.0279,0.001257394,0.026927,0.000284394,0.026445,
407,0.030619005,0.0298,0.000819005,0.030735,0.000115995,0.030424,
408,0.031993183,0.0312,0.000793183,0.031862,0.000131183,0.031818,
409,0.827250372,0.8237,0.003550372,0.827374,0.000123628,0.826666,
410,0.140772471,0.1388,0.001972471,0.141079,0.000306529,0.140121,
411,0.627756526,0.6215,0.006256526,0.627661,9.55E-05,0.627354,
412,0.565794941,0.5614,0.004394941,0.56637,0.000575059,0.5652,
413,0.560920892,0.5524,0.008520892,0.561239,0.000318108,0.559806,
414,0.640813206,0.6406,0.000213206,0.64089,7.68E-05,0.640469,
415,0.515648427,0.519,0.003351573,0.51561,3.84E-05,0.515238,
416,0.636176646,0.6351,0.001076646,0.636865,0.000688354,0.635685,
417,0.675697569,0.6801,0.004402431,0.675412,0.000285569,0.675713,
418,0.717948026,0.7139,0.004048026,0.717617,0.000331026,0.717373,
419,0.647802579,0.6489,0.001097421,0.647393,0.000409579,0.647021,
420,0.600774437,0.5979,0.002874437,0.600766,8.44E-06,0.600002,
421,0.577168147,0.5718,0.005368147,0.577184,1.59E-05,0.576122,
422,0.555544616,0.5534,0.002144616,0.555654,0.000109384,0.554765,
423,0.063658637,0.0631,0.000558637,0.063786,0.000127363,0.063143,
424,0.057664807,0.059,0.001335193,0.057495,0.000169807,0.057139,
425,0.752750497,0.7466,0.006150497,0.753232,0.000481503,0.75249,
426,0.737525,0.7357,0.001825,0.73752,5.00E-06,0.737488,
427,0.748053156,0.7481,4.68E-05,0.747948,0.000105156,0.747613,
428,0.745451727,0.7486,0.003148273,0.746222,0.000770273,0.74482,
429,0.659384256,0.6579,0.001484256,0.659742,0.000357744,0.65844,
430,0.727261945,0.736,0.008738055,0.727503,0.000241055,0.726809,
431,0.704605258,0.7031,0.001505258,0.704745,0.000139742,0.704233,
432,0.744368764,0.7445,0.000131236,0.744569,0.000200236,0.743481,
433,0.687630192,0.6861,0.001530192,0.687571,5.92E-05,0.686047,
434,0.775428744,0.7734,0.002028744,0.775883,0.000454256,0.775078,
435,0.017705726,0.0186,0.000894274,0.017932,0.000226274,0.017567,
436,0.020326154,0.0207,0.000373846,0.020429,0.000102846,0.020308,
437,0.02061895,0.0184,0.00221895,0.020602,1.70E-05,0.020622,
438,0.935175728,0.9318,0.003375728,0.93519,1.43E-05,0.93556,
439,0.162465119,0.1618,0.000665119,0.16287,0.000404881,0.161808,
440,0.6227556,0.6256,0.0028444,0.622511,0.0002446,0.622946,
441,0.649984189,0.6407,0.009284189,0.650188,0.000203811,0.649977,
442,0.680472652,0.6841,0.003627348,0.680576,0.000103348,0.680519,
443,0.777170161,0.7746,0.002570161,0.777219,4.88E-05,0.777379,
444,0.645890357,0.6501,0.004209643,0.646604,0.000713643,0.646053,
445,0.769137336,0.7618,0.007337336,0.76939,0.000252664,0.769242,
446,0.762771911,0.7591,0.003671911,0.761993,0.000778911,0.762549,
447,0.643165998,0.6437,0.000534002,0.6433,0.000134002,0.643866,
448,0.824544395,0.8199,0.004644395,0.82478,0.000235605,0.824928,
449,0.716692145,0.7133,0.003392145,0.71709,0.000397855,0.716627,
450,0.691921254,0.6833,0.008621254,0.691315,0.000606254,0.69237,
451,0.630667869,0.629,0.001667869,0.63015,0.000517869,0.630309,
452,0.039848095,0.0398,4.81E-05,0.040178,0.000329905,0.039589,
453,0.043229798,0.0452,0.001970202,0.043366,0.000136202,0.043013,
454,0.830402481,0.8276,0.002802481,0.830374,2.85E-05,0.830873,
455,0.825690616,0.8148,0.010890616,0.826105,0.000414384,0.825194,
456,0.795835469,0.7921,0.003735469,0.795622,0.000213469,0.795256,
457,0.811314905,0.8036,0.007714905,0.811301,1.39E-05,0.811044,
458,0.810031656,0.8061,0.003931656,0.810121,8.93E-05,0.810217,
459,0.813179841,0.8112,0.001979841,0.813057,0.000122841,0.81318,
460,0.762537266,0.7644,0.001862734,0.762979,0.000441734,0.76216,
461,0.792092644,0.7894,0.002692644,0.79214,4.74E-05,0.79199,
462,0.867912923,0.8659,0.002012923,0.868038,0.000125077,0.868152,
463,0.773159145,0.7664,0.006759145,0.7728,0.000359145,0.773158,
464,0.01215773,0.0121,5.77E-05,0.012241,8.33E-05,0.012153,
465,0.013336739,0.0132,0.000136739,0.013489,0.000152261,0.013232,
466,0.015168161,0.0137,0.001468161,0.015069,9.92E-05,0.01518,
467,0.843468046,0.8354,0.008068046,0.843498,3.00E-05,0.843238,
468,0.386886981,0.389,0.002113019,0.387067,0.000180019,0.38763,
469,0.775872351,0.7731,0.002772351,0.776556,0.000683649,0.775801,
470,0.788309839,0.788,0.000309839,0.78885,0.000540161,0.788515,
471,0.653054971,0.6476,0.005454971,0.653074,1.90E-05,0.653161,
472,0.732258751,0.7403,0.008041249,0.732649,0.000390249,0.732618,
473,0.74992321,0.7481,0.00182321,0.749507,0.00041621,0.750627,
474,0.827106874,0.8246,0.002506874,0.827215,0.000108126,0.827289,
475,0.758112889,0.7592,0.001087111,0.757971,0.000141889,0.758837,
476,0.747160511,0.7495,0.002339489,0.747998,0.000837489,0.747162,
477,0.633874299,0.6346,0.000725701,0.634103,0.000228701,0.634351,
478,0.704140053,0.7031,0.001040053,0.705049,0.000908947,0.704108,
479,0.509822867,0.5012,0.008622867,0.510107,0.000284133,0.509508,
480,0.675324343,0.6689,0.006424343,0.675466,0.000141657,0.67591,
481,0.025874879,0.0244,0.001474879,0.0261,0.000225121,0.025894,
482,0.026419142,0.0249,0.001519142,0.026562,0.000142858,0.026303,
483,0.801554599,0.8001,0.001454599,0.801379,0.000175599,0.801518,
484,0.783306961,0.7827,0.000606961,0.783858,0.000551039,0.78353,
485,0.829129934,0.8314,0.002270066,0.829357,0.000227066,0.829291,
486,0.781752847,0.7876,0.005847153,0.782148,0.000395153,0.782003,
487,0.809340898,0.803,0.006340898,0.809156,0.000184898,0.809241,
488,0.858080714,0.8581,1.93E-05,0.858203,0.000122286,0.857751,
489,0.795168134,0.7929,0.002268134,0.795049,0.000119134,0.795433,
490,0.833799184,0.834,0.000200816,0.83408,0.000280816,0.833982,
491,0.829185961,0.8314,0.002214039,0.829302,0.000116039,0.829161,
492,0.808524134,0.8081,0.000424134,0.808514,1.01E-05,0.808149,
493,0.009208412,0.0089,0.000308412,0.00924,3.16E-05,0.009192,
494,0.008010872,0.0083,0.000289128,0.008114,0.000103128,0.00797,
495,0.009381046,0.0091,0.000281046,0.009293,8.80E-05,0.009293,
496,0.847226734,0.8484,0.001173266,0.847092,0.000134734,0.84712,
497,0.063842335,0.0622,0.001642335,0.064089,0.000246665,0.063315,
498,0.670335423,0.6686,0.001735423,0.669607,0.000728423,0.669672,
499,0.641109126,0.6446,0.003490874,0.640601,0.000508126,0.640334,
500,0.570936164,0.5746,0.003663836,0.570994,5.78E-05,0.570759,
501,0.635511922,0.6426,0.007088078,0.635068,0.000443922,0.634504,
502,0.620568929,0.6168,0.003768929,0.620471,9.79E-05,0.621035,
503,0.597538973,0.5961,0.001438973,0.597098,0.000440973,0.59762,
504,0.706731963,0.7043,0.002431963,0.706054,0.000677963,0.705943,
505,0.681517875,0.68,0.001517875,0.681963,0.000445125,0.681996,
506,0.603060815,0.5994,0.003660815,0.602098,0.000962815,0.6027,
507,0.605762354,0.6079,0.002137646,0.605518,0.000244354,0.606193,
508,0.518029281,0.5134,0.004629281,0.517732,0.000297281,0.517842,
509,0.593880625,0.5919,0.001980625,0.594403,0.000522375,0.594276,
510,0.018688508,0.0184,0.000288508,0.018703,1.45E-05,0.018663,
511,0.017894714,0.0179,5.29E-06,0.017865,2.97E-05,0.017948,
512,0.677156298,0.6754,0.001756298,0.676579,0.000577298,0.676717,
513,0.758875364,0.7573,0.001575364,0.758733,0.000142364,0.758845,
514,0.754548565,0.7553,0.000751435,0.75415,0.000398565,0.755009,
515,0.728799299,0.7324,0.003600701,0.728395,0.000404299,0.728749,
516,0.745789221,0.749,0.003210779,0.745237,0.000552221,0.74587,
517,0.72969149,0.7339,0.00420851,0.729256,0.00043549,0.72954,
518,0.746389409,0.7522,0.005810591,0.746249,0.000140409,0.746293,
519,0.709189424,0.7155,0.006310576,0.709134,5.54E-05,0.708406,
520,0.727413945,0.7272,0.000213945,0.726432,0.000981945,0.727507,
521,0.753579265,0.7548,0.001220735,0.753144,0.000435265,0.75324,
522,0.007166911,0.0073,0.000133089,0.00726,9.31E-05,0.007148,
523,0.006075871,0.0068,0.000724129,0.006177,0.000101129,0.006057,
524,0.005947645,0.006,5.24E-05,0.005817,0.000130645,0.005957,
525,0.855308522,0.8585,0.003191478,0.854785,0.000523522,0.854837,
526,0.18992506,0.1922,0.00227494,0.190335,0.00040994,0.190047,
527,0.707628137,0.7105,0.002871863,0.707235,0.000393137,0.707997,
528,0.616407997,0.619,0.002592003,0.616061,0.000346997,0.615923,
529,0.63088972,0.631,0.00011028,0.629739,0.00115072,0.629797,
530,0.584301499,0.5865,0.002198501,0.584135,0.000166499,0.58357,
531,0.554113078,0.5541,1.31E-05,0.554194,8.09E-05,0.554565,
532,0.639722284,0.6386,0.001122284,0.639145,0.000577284,0.638768,
533,0.662939843,0.6709,0.007960157,0.662575,0.000364843,0.663292,
534,0.59301424,0.5934,0.00038576,0.592581,0.00043324,0.59256,
535,0.690826033,0.6972,0.006373967,0.69089,6.40E-05,0.69016,
536,0.700847952,0.6972,0.003647952,0.700032,0.000815952,0.700748,
537,0.525733728,0.5197,0.006033728,0.525658,7.57E-05,0.525169,
538,0.692702789,0.6979,0.005197211,0.692393,0.000309789,0.692496,
539,0.015608331,0.0162,0.000591669,0.015747,0.000138669,0.015624,
540,0.014362092,0.0154,0.001037908,0.014477,0.000114908,0.014225,
541,0.690859496,0.6928,0.001940504,0.690666,0.000193496,0.69052,
542,0.7163931,0.7075,0.0088931,0.715685,0.0007081,0.716239,
543,0.828978729,0.8292,0.000221271,0.828066,0.000912729,0.82848,
544,0.725548038,0.7328,0.007251962,0.724989,0.000559038,0.725282,
545,0.679750998,0.6878,0.008049002,0.679209,0.000541998,0.680104,
546,0.675799011,0.6838,0.008000989,0.675846,4.70E-05,0.675876,
547,0.733584879,0.7385,0.004915121,0.732803,0.000781879,0.733764,
548,0.657651584,0.6621,0.004448416,0.657089,0.000562584,0.656718,
549,0.795893889,0.7975,0.001606111,0.795432,0.000461889,0.795771,
550,0.794798328,0.7974,0.002601672,0.794164,0.000634328,0.795079,
551,0.004336372,0.0042,0.000136372,0.004406,6.96E-05,0.004286,
552,0.004763195,0.0053,0.000536805,0.004866,0.000102805,0.004755,
553,0.004782929,0.0052,0.000417071,0.004718,6.49E-05,0.004821,
554,0.819865858,0.8171,0.002765858,0.820155,0.000289142,0.82027,
555,0.136321379,0.133,0.003321379,0.136293,2.84E-05,0.136384,
556,0.610926034,0.6073,0.003626034,0.611148,0.000221966,0.611199,
557,0.577798757,0.5742,0.003598757,0.57751,0.000288757,0.579189,
558,0.652814224,0.6483,0.004514224,0.652377,0.000437224,0.653473,
559,0.541781087,0.5435,0.001718913,0.542119,0.000337913,0.542807,
560,0.624827225,0.6284,0.003572775,0.624437,0.000390225,0.625319,
561,0.624246415,0.6278,0.003553585,0.624453,0.000206585,0.623945,
562,0.614702919,0.6048,0.009902919,0.614991,0.000288081,0.614666,
563,0.601596005,0.5935,0.008096005,0.601562,3.40E-05,0.602249,
564,0.704613042,0.6979,0.006713042,0.704791,0.000177958,0.705248,
565,0.618606377,0.6131,0.005506377,0.618538,6.84E-05,0.618892,
566,0.616257498,0.6181,0.001842502,0.616899,0.000641502,0.616309,
567,0.501843976,0.498,0.003843976,0.501791,5.30E-05,0.502312,
568,0.009644186,0.01,0.000355814,0.009699,5.48E-05,0.009621,
569,0.010164516,0.0109,0.000735484,0.010305,0.000140484,0.010116,
570,0.687269759,0.6794,0.007869759,0.68713,0.000139759,0.68724,
571,0.757891113,0.7593,0.001408887,0.757843,4.81E-05,0.758408,
572,0.720402328,0.7141,0.006302328,0.720768,0.000365672,0.721614,
573,0.687537599,0.684,0.003537599,0.687628,9.04E-05,0.688316,
574,0.678120947,0.6737,0.004420947,0.677656,0.000464947,0.678647,
575,0.737160232,0.7367,0.000460232,0.737488,0.000327768,0.737413,
576,0.709697009,0.7074,0.002297009,0.709091,0.000606009,0.70996,
577,0.762601528,0.7578,0.004801528,0.762914,0.000312472,0.763137,
578,0.688613114,0.6867,0.001913114,0.688302,0.000311114,0.688642,
579,0.670630547,0.6695,0.001130547,0.670163,0.000467547,0.670936,
580,0.002998856,0.0027,0.000298856,0.00305,5.11E-05,0.002936,
581,0.003445887,0.0039,0.000454113,0.003566,0.000120113,0.00343,
582,0.003283116,0.0037,0.000416884,0.003284,8.84E-07,0.003292,
583,0.816113159,0.821,0.004886841,0.816331,0.000217841,0.815822,
584,0.051827401,0.0523,0.000472599,0.051659,0.000168401,0.051716,
585,0.530698449,0.5414,0.010701551,0.530937,0.000238551,0.530831,
586,0.555632085,0.5572,0.001567915,0.554819,0.000813085,0.555762,
587,0.582516168,0.5839,0.001383832,0.582773,0.000256832,0.581395,
588,0.544588472,0.546,0.001411528,0.545347,0.000758528,0.544914,
589,0.644127225,0.654,0.009872775,0.643963,0.000164225,0.644219,
590,0.650983692,0.6567,0.005716308,0.651398,0.000414308,0.650597,
591,0.623862125,0.6301,0.006237875,0.624204,0.000341875,0.624013,
592,0.609283314,0.6102,0.000916686,0.609139,0.000144314,0.608834,
593,0.623081058,0.6263,0.003218942,0.623329,0.000247942,0.623334,
594,0.551297196,0.5534,0.002102804,0.551882,0.000584804,0.550171,
595,0.512226541,0.5124,0.000173459,0.512806,0.000579459,0.511944,
596,0.588812973,0.5935,0.004687027,0.588774,3.90E-05,0.588777,
597,0.007123128,0.0075,0.000376872,0.007306,0.000182872,0.007101,
598,0.007232471,0.0074,0.000167529,0.007351,0.000118529,0.007157,
599,0.730134528,0.7289,0.001234528,0.730321,0.000186472,0.73002,
600,0.698295015,0.7011,0.002804985,0.698867,0.000571985,0.69769,
601,0.730751468,0.7317,0.000948532,0.73107,0.000318532,0.730658,
602,0.630789271,0.6316,0.000810729,0.630904,0.000114729,0.630439,
603,0.631681004,0.6342,0.002518996,0.631607,7.40E-05,0.630928,
604,0.676184572,0.677,0.000815428,0.676053,0.000131572,0.675396,
605,0.669123105,0.6724,0.003276895,0.669452,0.000328895,0.668777,
606,0.733152084,0.7328,0.000352084,0.733166,1.39E-05,0.732452,
607,0.671718847,0.6783,0.006581153,0.672419,0.000700153,0.67085,
608,0.725243407,0.7324,0.007156593,0.725143,0.000100407,0.725021,
609,0.001988921,0.0023,0.000311079,0.002012,2.31E-05,0.001942,
610,0.002419289,0.0026,0.000180711,0.002494,7.47E-05,0.002417,
611,0.002032299,0.0018,0.000232299,0.002059,2.67E-05,0.002055,
612,0.820354641,0.8258,0.005445359,0.820457,0.000102359,0.820273,
613,0.446576415,0.4515,0.004923585,0.44751,0.000933585,0.446932,
614,0.758530346,0.7588,0.000269654,0.758355,0.000175346,0.758567,
615,0.796617517,0.8024,0.005782483,0.796695,7.75E-05,0.79656,
616,0.765287007,0.768,0.002712993,0.765732,0.000444993,0.76541,
617,0.817107964,0.8212,0.004092036,0.817281,0.000173036,0.817327,
618,0.717208156,0.7194,0.002191844,0.717688,0.000479844,0.717299,
619,0.824499958,0.8258,0.001300042,0.824535,3.50E-05,0.824787,
620,0.798661294,0.8044,0.005738706,0.798015,0.000646294,0.799023,
621,0.6634165,0.6685,0.0050835,0.663758,0.0003415,0.66335,
622,0.686299517,0.6982,0.011900483,0.686702,0.000402483,0.686351,
623,0.690502626,0.6911,0.000597374,0.691087,0.000584374,0.690934,
624,0.52102772,0.5234,0.00237228,0.520696,0.00033172,0.520949,
625,0.577218914,0.5845,0.007281086,0.576724,0.000494914,0.57685,
626,0.004813876,0.0047,0.000113876,0.00484,2.61E-05,0.004791,
627,0.004558476,0.0049,0.000341524,0.004571,1.25E-05,0.00447,
628,0.736267683,0.7396,0.003332317,0.736635,0.000367317,0.736832,
629,0.860345682,0.8621,0.001754318,0.860822,0.000476318,0.860357,
630,0.759839759,0.7599,6.02E-05,0.759874,3.42E-05,0.759799,
631,0.812630368,0.8116,0.001030368,0.812458,0.000172368,0.813015,
632,0.781916042,0.7873,0.005383958,0.782069,0.000152958,0.781809,
633,0.781379876,0.7849,0.003520124,0.781111,0.000268876,0.781436,
634,0.821419479,0.8206,0.000819479,0.821319,0.000100479,0.821367,
635,0.806371017,0.8137,0.007328983,0.806427,5.60E-05,0.806401,
636,0.767231185,0.7676,0.000368815,0.767473,0.000241815,0.767392,
637,0.76916603,0.7787,0.00953397,0.768355,0.00081103,0.769347,
638,0.001644078,0.0018,0.000155922,0.001676,3.19E-05,0.001622,
639,0.001710708,0.0018,8.93E-05,0.001724,1.33E-05,0.001717,
640,0.001496246,0.0008,0.000696246,0.00154,4.38E-05,0.001488,
641,0.86397158,0.8624,0.00157158,0.864704,0.00073242,0.864299,
642,0.239272574,0.2407,0.001427426,0.239307,3.44E-05,0.239708,
643,0.752584063,0.757,0.004415937,0.753447,0.000862937,0.753548,
644,0.688741369,0.6938,0.005058631,0.688716,2.54E-05,0.68895,
645,0.679191996,0.6749,0.004291996,0.67895,0.000241996,0.679524,
646,0.762566198,0.7622,0.000366198,0.763445,0.000878802,0.763232,
647,0.615841606,0.6216,0.005758394,0.615315,0.000526606,0.616536,
648,0.730828998,0.7371,0.006271002,0.73142,0.000591002,0.731851,
649,0.64117295,0.6313,0.00987295,0.640997,0.00017595,0.641365,
650,0.729942186,0.7265,0.003442186,0.730303,0.000360814,0.730482,
651,0.637473927,0.643,0.005526073,0.63802,0.000546073,0.638168,
652,0.798819768,0.7934,0.005419768,0.799438,0.000618232,0.798959,
653,0.611268526,0.6083,0.002968526,0.611753,0.000484474,0.610448,
654,0.695961333,0.6986,0.002638667,0.696226,0.000264667,0.696818,
655,0.003219713,0.0026,0.000619713,0.003298,7.83E-05,0.003251,
656,0.003337677,0.0031,0.000237677,0.003449,0.000111323,0.003316,
657,0.715709714,0.7166,0.000890286,0.715749,3.93E-05,0.715835,
658,0.723540722,0.731,0.007459278,0.723597,5.63E-05,0.72313,
659,0.809419625,0.8093,0.000119625,0.8099,0.000480375,0.810197,
660,0.775262679,0.7721,0.003162679,0.775527,0.000264321,0.775513,
661,0.789606222,0.784,0.005606222,0.789162,0.000444222,0.790234,
662,0.735213551,0.7359,0.000686449,0.735572,0.000358449,0.735754,
663,0.727852824,0.7254,0.002452824,0.728531,0.000678176,0.728444,
664,0.771574153,0.7706,0.000974153,0.771486,8.82E-05,0.771879,
665,0.822235757,0.8183,0.003935757,0.822682,0.000446243,0.822288,
666,0.770290816,0.768,0.002290816,0.77043,0.000139184,0.770385,
667,0.001230216,0.0012,3.02E-05,0.001253,2.28E-05,0.001195,
668,0.00140566,0.0015,9.43E-05,0.001416,1.03E-05,0.001378,
669,0.001108262,0.0005,0.000608262,0.00114,3.17E-05,0.001106,
670,0.812706957,0.8167,0.003993043,0.81237,0.000336957,0.812911,
671,0.074335612,0.0742,0.000135612,0.074711,0.000375388,0.074564,
672,0.657113879,0.6605,0.003386121,0.65703,8.39E-05,0.657686,
673,0.638271665,0.6419,0.003628335,0.637217,0.001054665,0.638892,
674,0.64233509,0.6417,0.00063509,0.641856,0.00047909,0.642098,
675,0.630734456,0.6321,0.001365544,0.629937,0.000797456,0.6305,
676,0.521790272,0.5193,0.002490272,0.521833,4.27E-05,0.52161,
677,0.511746086,0.5103,0.001446086,0.5117,4.61E-05,0.512168,
678,0.699284376,0.7043,0.005015624,0.698278,0.001006376,0.699892,
679,0.530074267,0.5318,0.001725733,0.529916,0.000158267,0.529979,
680,0.66469164,0.6714,0.00670836,0.664159,0.00053264,0.66538,
681,0.594888117,0.589,0.005888117,0.59483,5.81E-05,0.594656,
682,0.55675541,0.5586,0.00184459,0.557151,0.00039559,0.556557,
683,0.5130723,0.5143,0.0012277,0.513226,0.0001537,0.513082,
684,0.002545966,0.0024,0.000145966,0.002593,4.70E-05,0.002491,
685,0.002828648,0.0026,0.000228648,0.002901,7.24E-05,0.002771,
686,0.726754072,0.7343,0.007545928,0.725707,0.001047072,0.726997,
687,0.736277602,0.7413,0.005022398,0.7362,7.76E-05,0.735799,
688,0.710646735,0.7113,0.000653265,0.710396,0.000250735,0.711367,
689,0.714750043,0.721,0.006249957,0.713603,0.001147043,0.714459,
690,0.690995116,0.6948,0.003804884,0.690687,0.000308116,0.691199,
691,0.649775118,0.6533,0.003524882,0.649544,0.000231118,0.651384,
692,0.661981705,0.6623,0.000318295,0.662208,0.000226295,0.662007,
693,0.673422352,0.6837,0.010277648,0.674042,0.000619648,0.674129,
694,0.672503832,0.6745,0.001996168,0.672736,0.000232168,0.672749,
695,0.728865214,0.7288,6.52E-05,0.728802,6.32E-05,0.728761,
696,0.000822729,0.0009,7.73E-05,0.000829,6.27E-06,0.000789,
697,0.001086539,0.0011,1.35E-05,0.001081,5.54E-06,0.001069,
698,0.000868205,0.0005,0.000368205,0.0009,3.18E-05,0.000856,
699,0.877457812,0.8703,0.007157812,0.877891,0.000433188,0.876979,
700,0.068348611,0.0689,0.000551389,0.068863,0.000514389,0.068461,
701,0.630643101,0.628,0.002643101,0.631733,0.001089899,0.630364,
702,0.680586984,0.6814,0.000813016,0.681308,0.000721016,0.680381,
703,0.587858918,0.5891,0.001241082,0.587939,8.01E-05,0.588749,
704,0.671669159,0.6681,0.003569159,0.671882,0.000212841,0.671555,
705,0.534717155,0.5196,0.015117155,0.535431,0.000713845,0.534378,
706,0.746838974,0.7399,0.006938974,0.747324,0.000485026,0.746392,
707,0.61129651,0.6031,0.00819651,0.611391,9.45E-05,0.611197,
708,0.701085188,0.7038,0.002714812,0.70133,0.000244812,0.700556,
709,0.62284915,0.6181,0.00474915,0.622356,0.00049315,0.622847,
710,0.690787098,0.6796,0.011187098,0.691293,0.000505902,0.690108,
711,0.639154302,0.635,0.004154302,0.63939,0.000235698,0.638642,
712,0.633667082,0.6228,0.010867082,0.634085,0.000417918,0.633707,
713,0.002022135,0.002,2.21E-05,0.002058,3.59E-05,0.00197,
714,0.001909852,0.0017,0.000209852,0.0019,9.85E-06,0.0019,
715,0.767603092,0.7623,0.005303092,0.767609,5.91E-06,0.767525,
716,0.717282612,0.7058,0.011482612,0.718236,0.000953388,0.716972,
717,0.777787947,0.7765,0.001287947,0.778574,0.000786053,0.777773,
718,0.706278108,0.6887,0.017578108,0.707518,0.001239892,0.705594,
719,0.795579932,0.7934,0.002179932,0.796324,0.000744068,0.795595,
720,0.674222672,0.6694,0.004822672,0.67497,0.000747328,0.673966,
721,0.737830528,0.7353,0.002530528,0.738109,0.000278472,0.737829,
722,0.749887947,0.7409,0.008987947,0.750191,0.000303053,0.74934,
723,0.782183284,0.7724,0.009783284,0.782532,0.000348716,0.781795,
724,0.772930933,0.7651,0.007830933,0.773629,0.000698067,0.772893,
725,0.000674601,0.0008,0.000125399,0.00068,5.40E-06,0.00064,
726,0.000941389,0.0011,0.000158611,0.000926,1.54E-05,0.000935,
727,0.000681586,0.0005,0.000181586,0.000719,3.74E-05,0.000679,
728,0.874757943,0.8725,0.002257943,0.874541,0.000216943,0.874838,
729,0.361745041,0.3593,0.002445041,0.361508,0.000237041,0.361272,
730,0.710417353,0.7094,0.001017353,0.710662,0.000244647,0.710849,
731,0.684059683,0.6864,0.002340317,0.683756,0.000303683,0.683814,
732,0.723222283,0.7235,0.000277717,0.722173,0.001049283,0.723423,
733,0.711909429,0.7139,0.001990571,0.711352,0.000557429,0.711243,
734,0.696999149,0.6998,0.002800851,0.696202,0.000797149,0.696884,
735,0.704358952,0.7024,0.001958952,0.703686,0.000672952,0.704362,
736,0.640433813,0.6474,0.006966187,0.640222,0.000211813,0.640199,
737,0.651645536,0.6598,0.008154464,0.650897,0.000748536,0.651328,
738,0.683489156,0.6833,0.000189156,0.683198,0.000291156,0.683433,
739,0.658661288,0.6526,0.006061288,0.658615,4.63E-05,0.659431,
740,0.671709229,0.6706,0.001109229,0.672168,0.000458771,0.671196,
741,0.711320093,0.705,0.006320093,0.711138,0.000182093,0.711298,
742,0.001746872,0.0017,4.69E-05,0.001776,2.91E-05,0.001749,
743,0.001635751,0.0021,0.000464249,0.001664,2.82E-05,0.001604,
744,0.827457327,0.8258,0.001657327,0.826845,0.000612327,0.827177,
745,0.783283556,0.7855,0.002216444,0.782686,0.000597556,0.78274,
746,0.816627881,0.8183,0.001672119,0.815835,0.000792881,0.816788,
747,0.766823254,0.7715,0.004676746,0.766266,0.000557254,0.767299,
748,0.772151401,0.7728,0.000648599,0.772189,3.76E-05,0.772313,
749,0.75398644,0.7498,0.00418644,0.754008,2.16E-05,0.754377,
750,0.81812051,0.8192,0.00107949,0.818278,0.00015749,0.818144,
751,0.797103639,0.8007,0.003596361,0.796845,0.000258639,0.796974,
752,0.829691038,0.826,0.003691038,0.828781,0.000910038,0.829787,
753,0.770168201,0.7713,0.001131799,0.769003,0.001165201,0.770269,
754,0.000462064,0.0007,0.000237936,0.000471,8.94E-06,0.000446,
755,0.000578086,0.0006,2.19E-05,0.000561,1.71E-05,0.000552,
756,0.000530642,0.0004,0.000130642,0.000562,3.14E-05,0.000529,
757,0.809556236,0.8049,0.004656236,0.809328,0.000228236,0.809408,
758,0.083545865,0.0835,4.59E-05,0.083421,0.000124865,0.083913,
