Node,AlgoValue,MCValue(1million),Diff,MCValue(100thousand),Diff,MCValue(10thousand),Diff
6,0.862509789,0.862165,0.000344789,0.86644,0.00107,0.8688,0.003391507
809,0.8938269,0.893483,0.0003439,0.90107,0.00107,0.8571,0.003391422
829,0.855453758,0.85511,0.000343758,0.86434,0.001068493,0.8709,0.00339
620,0.855471225,0.855129,0.000342225,0.86269,0.001068175,0.8565,0.003374389
430,0.9,0.899658,0.000342,0.8449,0.001061506,0.8272,0.003335504
921,0.9,0.899658,0.000342,0.85651,0.001060721,0.8905,0.0033269
155,0.861740257,0.862081,0.000340743,0.89167,0.001060649,0.8511,0.003315412
512,0.861603599,0.861944,0.000340401,0.59155,0.00106,0.8504,0.003314547
352,0.860694604,0.861035,0.000340396,0.86745,0.001058753,0.8642,0.00331
272,0.9,0.89966,0.00034,0.69358,0.001052284,0.8642,0.00331
283,0.862509789,0.86217,0.000339789,0.86646,0.001051507,0.8592,0.003309789
666,0.861740257,0.86208,0.000339743,0.89168,0.001050649,0.8621,0.003308493
870,0.688812575,0.689152,0.000339425,0.90105,0.00105,0.9033,0.0033
73,0.848775546,0.848438,0.000337546,0.55773,0.001049875,0.8967,0.0033
280,0.86751,0.867847,0.000337,0.68418,0.00104882,0.8967,0.0033
421,0.86751,0.867173,0.000337,0.73004,0.00104,0.8649,0.003278175
141,0.892730649,0.893067,0.000336351,0.69697,0.001039608,0.8971,0.0032731
234,0.86751,0.867175,0.000335,0.85468,0.001035424,0.8566,0.003270229
229,0.86751,0.867844,0.000334,0.85185,0.001033878,0.6931,0.00326007
661,0.892730649,0.893064,0.000333351,0.73003,0.00103,0.865,0.003259743
193,0.9,0.899667,0.000333,0.85544,0.001024588,0.858,0.003215034
166,0.865408493,0.865741,0.000332507,0.86853,0.00102,0.6887,0.003210859
562,0.690457271,0.690125,0.000332271,0.86853,0.00102,0.5937,0.00321
461,0.861621825,0.861954,0.000332175,0.89898,0.00102,0.8968,0.0032
445,0.9,0.900332,0.000332,0.85968,0.001014604,0.9032,0.0032
142,0.892730649,0.892399,0.000331649,0.85543,0.001010244,0.8501,0.003198513
179,0.861740257,0.86141,0.000330257,0.89899,0.00101,0.8707,0.00319
200,0.9,0.90033,0.00033,0.72799,0.00101,0.8959,0.003169351
439,0.9,0.90033,0.00033,0.8665,0.00101,0.8959,0.003169351
915,0.9,0.900329,0.000329,0.86852,0.00101,0.8649,0.003159743
139,0.892730649,0.892403,0.000327649,0.8665,0.00101,0.826,0.003130352
15,0.851545717,0.85122,0.000325717,0.8617,0.001005396,0.8585,0.003121825
638,0.691280369,0.690955,0.000325369,0.69041,0.001001881,0.8515,0.003102137
302,0.86751,0.867835,0.000325,0.85189,0.001001058,0.9031,0.0031
408,0.9,0.900324,0.000324,0.86351,0.001000211,0.8969,0.0031
336,0.675238922,0.675562,0.000323078,0.86851,0.001,0.8969,0.0031
628,0.559493383,0.559815,0.000321617,0.901,0.001,0.8576,0.003094604
779,0.865408493,0.86573,0.000321507,0.899,0.001,0.8576,0.003094604
633,0.694660319,0.694339,0.000321319,0.69563,0.000997716,0.8598,0.003059954
522,0.86751,0.86719,0.00032,0.66757,0.000992622,0.8275,0.003034602
113,0.689739355,0.68942,0.000319355,0.86652,0.00099,0.6945,0.003027065
420,0.86751,0.867829,0.000319,0.8685,0.00099,0.8908,0.0030269
540,0.852945411,0.853264,0.000318589,0.8685,0.00099,0.8645,0.00301
295,0.8938269,0.893509,0.0003179,0.85252,0.000989932,0.903,0.003
581,0.835533848,0.835216,0.000317848,0.86273,0.000989743,0.897,0.003
40,0.694632284,0.694315,0.000317284,0.86273,0.000989743,0.8705,0.00299
530,0.853667125,0.85335,0.000317125,0.85646,0.000988775,0.8705,0.00299
249,0.9,0.900317,0.000317,0.82128,0.000987422,0.8224,0.002985953
816,0.86751,0.867827,0.000317,0.83443,0.00098729,0.8525,0.002971225
713,0.9,0.900316,0.000316,0.85177,0.000986261,0.6976,0.002967716
888,0.862509789,0.862194,0.000315789,0.85644,0.000986242,0.6976,0.002967716
608,0.853432554,0.853117,0.000315554,0.69411,0.000980506,0.8557,0.002943739
970,0.9,0.899685,0.000315,0.89902,0.00098,0.8515,0.002937765
957,0.9,0.900315,0.000315,0.86653,0.00098,0.5622,0.002929611
635,0.69209459,0.692409,0.00031441,0.90098,0.00098,0.8909,0.0029269
929,0.86751,0.867824,0.000314,0.85252,0.000974283,0.8909,0.0029269
962,0.9,0.900314,0.000314,0.89176,0.000970649,0.8515,0.002919756
991,0.691181117,0.691495,0.000313883,0.86077,0.000970257,0.8528,0.002915424
525,0.86751,0.867198,0.000312,0.86077,0.000970257,0.6884,0.002910859
689,0.861740257,0.862052,0.000311743,0.86654,0.00097,0.8633,0.002910094
834,0.853735578,0.854047,0.000311422,0.90097,0.00097,0.8646,0.00291
287,0.862509789,0.862821,0.000311211,0.84725,0.000967109,0.8636,0.002905396
956,0.9,0.900311,0.000311,0.89904,0.00096,0.8971,0.0029
299,0.86751,0.867201,0.000309,0.89904,0.00096,0.9029,0.0029
644,0.692227731,0.691919,0.000308731,0.89904,0.00096,0.8971,0.0029
465,0.854419756,0.854728,0.000308244,0.86655,0.00096,0.8704,0.00289
1011,0.862509789,0.862202,0.000307789,0.90096,0.00096,0.8475,0.002885895
146,0.892730649,0.892423,0.000307649,0.86655,0.00096,0.5538,0.002880125
543,0.860491422,0.860798,0.000306578,0.86847,0.00096,0.8645,0.002878175
197,0.9,0.899694,0.000306,0.90096,0.00096,0.8967,0.0028731
917,0.9,0.899694,0.000306,0.85476,0.000955424,0.6926,0.002860645
319,0.855453758,0.855148,0.000305758,0.68883,0.000954931,0.8646,0.002859743
18,0.860059137,0.860364,0.000304863,0.86067,0.000951825,0.8899,0.002830649
619,0.853329771,0.853025,0.000304771,0.85579,0.000950046,0.8899,0.002830649
653,0.892730649,0.893035,0.000304351,0.86656,0.00095,0.5621,0.002829611
440,0.9,0.900304,0.000304,0.90095,0.00095,0.6894,0.002827731
659,0.861740257,0.861437,0.000303257,0.90095,0.00095,0.8505,0.002810021
433,0.9,0.899697,0.000303,0.85587,0.000949414,0.8543,0.002805114
927,0.9,0.899697,0.000303,0.56153,0.000942891,0.9028,0.0028
560,0.689752031,0.690055,0.000302969,0.86635,0.000941507,0.9028,0.0028
935,0.86751,0.867812,0.000302,0.90094,0.00094,0.9028,0.0028
826,0.9,0.900301,0.000301,0.90094,0.00094,0.9028,0.0028
32,0.559270389,0.558971,0.000299389,0.69129,0.000937731,0.9028,0.0028
617,0.694660319,0.694363,0.000297319,0.85478,0.000935424,0.8384,0.0027931
701,0.9,0.899704,0.000296,0.86048,0.000933538,0.8653,0.002790211
198,0.9,0.900296,0.000296,0.86048,0.000933538,0.6999,0.0027831
286,0.862509789,0.862215,0.000294789,0.86844,0.00093,0.8629,0.002779497
369,0.9,0.900293,0.000293,0.90093,0.00093,0.8539,0.002778865
954,0.9,0.900293,0.000293,0.86267,0.000929743,0.6887,0.002772935
318,0.855453758,0.855746,0.000292242,0.8929,0.0009269,0.8645,0.002759743
709,0.9,0.899709,0.000291,0.86104,0.000919497,0.6939,0.002752829
451,0.9,0.900291,0.000291,0.89365,0.000919351,0.8628,0.002740863
472,0.851131674,0.851422,0.000290326,0.86252,0.000916401,0.853,0.002715424
30,0.860389906,0.8601,0.000289906,0.86342,0.000910211,0.8648,0.00271
573,0.687259414,0.687549,0.000289586,0.8666,0.00091,0.8973,0.0027
129,0.691470371,0.691181,0.000289371,0.90091,0.00091,0.9027,0.0027
427,0.694632284,0.694343,0.000289284,0.8645,0.000908493,0.9027,0.0027
444,0.9,0.899711,0.000289,0.86084,0.000900257,0.9027,0.0027
533,0.860389906,0.860101,0.000288906,0.85532,0.000900244,0.8643,0.002696401
592,0.691472935,0.691185,0.000287935,0.85584,0.000900046,0.851,0.00267029
284,0.862509789,0.862222,0.000287789,0.9009,0.0009,0.6846,0.002659414
866,0.860694604,0.860982,0.000287396,0.86661,0.0009,0.8383,0.002657813
494,0.854423272,0.854136,0.000287272,0.8991,0.0009,0.6753,0.002632806
699,0.861740257,0.862026,0.000285743,0.8991,0.0009,0.8901,0.002630649
396,0.9,0.899717,0.000283,0.69163,0.000897429,0.6826,0.00262882
707,0.9,0.899717,0.000283,0.86085,0.000890257,0.859,0.002621825
222,0.8938269,0.894109,0.0002821,0.89911,0.00089,0.6868,0.002616656
254,0.729,0.728719,0.000281,0.89911,0.00089,0.8507,0.002610021
860,0.729,0.728719,0.000281,0.90089,0.00089,0.8649,0.00261
86,0.68983993,0.689559,0.00028093,0.90089,0.00089,0.8649,0.00261
597,0.691508783,0.691228,0.000280783,0.86162,0.000889789,0.8461,0.002605633
576,0.85186765,0.851587,0.00028065,0.89294,0.0008869,0.8974,0.0026
417,0.86751,0.86723,0.00028,0.85483,0.000885424,0.8974,0.0026
106,0.855471225,0.855192,0.000279225,0.89912,0.00088,0.9026,0.0026
495,0.853549033,0.853828,0.000278967,0.90088,0.00088,0.9026,0.0026
1032,0.830535504,0.830257,0.000278504,0.90088,0.00088,0.9026,0.0026
470,0.860694604,0.860417,0.000277604,0.68896,0.00087993,0.7006,0.002590392
676,0.865408493,0.865131,0.000277493,0.69879,0.000876321,0.8651,0.002590211
833,0.855453758,0.855731,0.000277242,0.69376,0.000872284,0.8701,0.00259
377,0.851128037,0.850851,0.000277037,0.90087,0.00087,0.8701,0.00259
491,0.851494886,0.85122,0.000274886,0.90087,0.00087,0.849,0.002586335
854,0.861621825,0.861348,0.000273825,0.90087,0.00087,0.8583,0.002584576
611,0.860069587,0.860343,0.000273413,0.86261,0.000869743,0.8583,0.002584576
959,0.9,0.899727,0.000273,0.66868,0.000863027,0.6995,0.002584177
1019,0.667816973,0.667544,0.000272973,0.86337,0.000860211,0.8642,0.002578175
147,0.892730649,0.892458,0.000272649,0.90086,0.00086,0.7422,0.002577984
768,0.729,0.728728,0.000272,0.89914,0.00086,0.8593,0.002559954
274,0.9,0.900272,0.000272,0.89914,0.00086,0.6872,0.002539355
899,0.9,0.900272,0.000272,0.86837,0.00086,0.8601,0.002529279
948,0.9,0.899729,0.000271,0.55754,0.000859875,0.8591,0.002521825
952,0.9,0.900271,0.000271,0.8626,0.000859743,0.8488,0.002517109
89,0.825385953,0.825115,0.000270953,0.6864,0.000859414,0.8532,0.002515424
521,0.691253699,0.690983,0.000270699,0.84646,0.000858546,0.8534,0.002511058
886,0.862509789,0.86278,0.000270211,0.89297,0.0008569,0.865,0.00251
513,0.684127366,0.684397,0.000269634,0.85528,0.000856728,0.8975,0.0025
1003,0.860694604,0.860964,0.000269396,0.89915,0.00085,0.8975,0.0025
648,0.861740257,0.861471,0.000269257,0.89915,0.00085,0.9025,0.0025
579,0.860120503,0.859852,0.000268503,0.90085,0.00085,0.9025,0.0025
999,0.861621825,0.861354,0.000267825,0.69213,0.000849631,0.9025,0.0025
705,0.9,0.899733,0.000267,0.86247,0.000848175,0.588,0.00249
610,0.852756261,0.853022,0.000265739,0.85545,0.000847863,0.87,0.00249
869,0.697913679,0.697648,0.000265679,0.85985,0.000844604,0.8582,0.002484576
971,0.9,0.899735,0.000265,0.86555,0.000841247,0.8379,0.00248271
1024,0.855715424,0.855451,0.000264424,0.89916,0.00084,0.8952,0.002469351
151,0.861740257,0.862004,0.000263743,0.86835,0.00084,0.853,0.002453758
589,0.676782417,0.677046,0.000263583,0.86258,0.000839743,0.8511,0.002449033
119,0.694660319,0.694397,0.000263319,0.86258,0.000839743,0.8593,0.002440257
301,0.86751,0.867247,0.000263,0.6899,0.000832571,0.8579,0.002428775
736,0.8938269,0.893564,0.0002629,0.69383,0.000830319,0.8914,0.0024269
77,0.676782417,0.677045,0.000262583,0.89917,0.00083,0.8552,0.002405333
12,0.9,0.899738,0.000262,0.90082,0.00082,0.8976,0.0024
296,0.86751,0.867771,0.000261,0.90082,0.00082,0.8976,0.0024
977,0.861621825,0.861361,0.000260825,0.90082,0.00082,0.8976,0.0024
553,0.694632284,0.694893,0.000260716,0.90082,0.00082,0.8583,0.002394604
169,0.855715424,0.855455,0.000260424,0.89301,0.0008169,0.5571,0.002393383
397,0.9,0.89974,0.00026,0.83635,0.000816152,0.8699,0.00239
781,0.865408493,0.865668,0.000259507,0.85653,0.000814576,0.8699,0.00239
167,0.855715424,0.855974,0.000258576,0.5614,0.000812891,0.8962,0.0023731
350,0.729,0.728742,0.000258,0.68604,0.00081118,0.8951,0.002369351
945,0.9,0.900258,0.000258,0.8612,0.000810094,0.8641,0.002359743
215,0.856740046,0.856483,0.000257046,0.90081,0.00081,0.8594,0.002340257
361,0.853144012,0.852887,0.000257012,0.69199,0.000808883,0.559,0.002319875
936,0.86751,0.867767,0.000257,0.86082,0.000801825,0.8652,0.00231
550,0.559270389,0.559014,0.000256389,0.8992,0.0008,0.8631,0.002308493
76,0.676782417,0.676527,0.000255417,0.8992,0.0008,0.8977,0.0023
474,0.852238588,0.852493,0.000254412,0.8992,0.0008,0.9023,0.0023
763,0.9,0.899747,0.000253,0.68994,0.000792571,0.8977,0.0023
853,0.861621825,0.861874,0.000252175,0.68994,0.000792571,0.7313,0.0023
57,0.851985077,0.851733,0.000252077,0.89921,0.00079,0.8639,0.002296401
221,0.86751,0.867258,0.000252,0.8683,0.00079,0.6917,0.002291881
656,0.892730649,0.892479,0.000251649,0.90079,0.00079,0.7003,0.002290392
168,0.855715424,0.855967,0.000251576,0.85626,0.000788775,0.8648,0.002290211
244,0.9,0.899749,0.000251,0.89304,0.0007869,0.8698,0.00229
796,0.862509789,0.862259,0.000250789,0.82127,0.000785687,0.856,0.002285453
686,0.861621825,0.861872,0.000250175,0.8565,0.000784576,0.8639,0.002278175
109,0.860694604,0.860944,0.000249396,0.69124,0.000782729,0.8639,0.002278175
582,0.556680125,0.556431,0.000249125,0.84948,0.00078022,0.6954,0.002270506
501,0.8411931,0.840944,0.0002491,0.72822,0.00078,0.864,0.002259743
323,0.855471225,0.85572,0.000248775,0.89922,0.00078,0.6927,0.002242729
42,0.690599353,0.690351,0.000248353,0.89922,0.00078,0.8595,0.002240257
194,0.9,0.900248,0.000248,0.90078,0.00078,0.8283,0.002235504
271,0.9,0.900248,0.000248,0.85255,0.000779771,0.8283,0.002235504
912,0.9,0.900248,0.000248,0.69145,0.000777731,0.8559,0.002232875
185,0.861740257,0.861493,0.000247257,0.85081,0.000776335,0.8623,0.002230413
258,0.8938269,0.894073,0.0002461,0.85072,0.000774886,0.8489,0.002227271
838,0.855471225,0.855226,0.000245225,0.85211,0.000773878,0.8916,0.0022269
277,0.86751,0.867265,0.000245,0.67601,0.000771078,0.851,0.002224454
925,0.9,0.899755,0.000245,0.89196,0.000770649,0.8594,0.002221825
238,0.9,0.900245,0.000245,0.86328,0.000770211,0.6935,0.002219631
714,0.9,0.900245,0.000245,0.86828,0.00077,0.8632,0.002208493
798,0.862509789,0.862754,0.000244211,0.68674,0.000768192,0.8978,0.0022
762,0.9,0.899758,0.000242,0.82517,0.00076775,0.8978,0.0022
836,0.855471225,0.855713,0.000241775,0.86098,0.000760257,0.9022,0.0022
367,0.86751,0.867751,0.000241,0.86827,0.00076,0.7312,0.0022
406,0.9,0.90024,0.00024,0.86675,0.00076,0.8465,0.00219978
441,0.9,0.90024,0.00024,0.90076,0.00076,0.6884,0.002199353
926,0.9,0.899761,0.000239,0.86675,0.00076,0.8522,0.002195208
500,0.856740046,0.856979,0.000238954,0.86827,0.00076,0.7002,0.002190392
1027,0.684127366,0.684366,0.000238634,0.8364,0.000757813,0.8697,0.00219
341,0.822055687,0.822294,0.000238313,0.85647,0.000754576,0.7001,0.002186321
13,0.9,0.900238,0.000238,0.86087,0.000751825,0.8579,0.002184576
625,0.559493383,0.559731,0.000237617,0.89925,0.00075,0.6746,0.002182417
246,0.9,0.899763,0.000237,0.89925,0.00075,0.8638,0.002178175
31,0.857570721,0.857334,0.000236721,0.89925,0.00075,0.8533,0.002171963
82,0.685489141,0.685253,0.000236141,0.85027,0.00074991,0.8533,0.002153758
1041,0.9,0.899766,0.000234,0.86466,0.000748493,0.8576,0.002128775
729,0.856740046,0.856973,0.000232954,0.85473,0.000741225,0.8917,0.0021269
10,0.9,0.900232,0.000232,0.90074,0.00074,0.8654,0.00211
412,0.9,0.900232,0.000232,0.90074,0.00074,0.8654,0.00211
997,0.690313256,0.690082,0.000231256,0.85621,0.000738775,0.8654,0.00211
78,0.691472935,0.691704,0.000231065,0.85293,0.000737125,0.8633,0.002108493
805,0.9,0.899769,0.000231,0.82465,0.000735953,0.8979,0.0021
270,0.9,0.899771,0.000229,0.85498,0.000735424,0.9021,0.0021
534,0.852591793,0.85282,0.000228207,0.69283,0.00073541,0.9021,0.0021
8,0.9,0.899773,0.000227,0.67605,0.000732417,0.8979,0.0021
390,0.86751,0.867737,0.000227,0.86089,0.000731825,0.9021,0.0021
629,0.559493383,0.55972,0.000226617,0.892,0.000730649,0.8979,0.0021
228,0.855715424,0.855942,0.000226576,0.85755,0.000730586,0.8979,0.0021
68,0.556680125,0.556454,0.000226125,0.89927,0.00073,0.8979,0.0021
795,0.86751,0.867735,0.000225,0.74035,0.000727984,0.9021,0.0021
67,0.835533848,0.835309,0.000224848,0.85126,0.000725077,0.7311,0.0021
1021,0.693129494,0.692906,0.000223494,0.90072,0.00072,0.8675,0.002091507
551,0.851121135,0.850898,0.000223135,0.90072,0.00072,0.8578,0.002084576
663,0.892730649,0.892508,0.000222649,0.72972,0.00072,0.5546,0.002080125
101,0.690732571,0.69051,0.000222571,0.72972,0.00072,0.6967,0.002067716
616,0.690732571,0.690954,0.000221429,0.86246,0.000719743,0.8638,0.002059743
135,0.892730649,0.892952,0.000221351,0.85331,0.000718207,0.6967,0.002039681
436,0.9,0.900221,0.000221,0.6928,0.00071715,0.8907,0.002030649
654,0.861740257,0.86152,0.000220257,0.85617,0.000716242,0.6941,0.002023516
386,0.9,0.90022,0.00022,0.85223,0.000715411,0.849,0.00201991
570,0.85367029,0.853451,0.00021929,0.85832,0.000714667,0.6875,0.002010859
218,0.856740046,0.856959,0.000218954,0.89202,0.000710649,0.8655,0.00201
567,0.848468412,0.848687,0.000218588,0.89929,0.00071,0.8655,0.00201
934,0.86751,0.867292,0.000218,0.89929,0.00071,0.902,0.002
716,0.9,0.900218,0.000218,0.86245,0.000709743,0.902,0.002
464,0.861621825,0.861839,0.000217175,0.69199,0.000709631,0.898,0.002
841,0.86751,0.867727,0.000217,0.85372,0.000699756,0.898,0.002
118,0.694660319,0.694444,0.000216319,0.5898,0.00069,0.902,0.002
488,0.861621825,0.861837,0.000215175,0.6848,0.000689141,0.902,0.002
842,0.9,0.899785,0.000215,0.86231,0.000688175,0.898,0.002
791,0.86751,0.867295,0.000215,0.82203,0.000685634,0.898,0.002
569,0.853714547,0.853929,0.000214453,0.69114,0.000682729,0.902,0.002
613,0.854437765,0.854652,0.000214235,0.69361,0.000678308,0.898,0.002
981,0.9,0.899786,0.000214,0.86318,0.000670211,0.902,0.002
806,0.9,0.900214,0.000214,0.89933,0.00067,0.898,0.002
546,0.559270389,0.559057,0.000213389,0.89933,0.00067,0.8695,0.00199
953,0.9,0.899787,0.000213,0.85221,0.000664283,0.8577,0.001984576
264,0.865408493,0.865196,0.000212493,0.70202,0.0006631,0.8493,0.001981454
1002,0.861621825,0.861834,0.000212175,0.89207,0.000660649,0.8493,0.001981454
503,0.860551406,0.860763,0.000211594,0.90066,0.00066,0.8621,0.001979497
442,0.9,0.899789,0.000211,0.86817,0.00066,0.8564,0.001975397
788,0.9,0.899789,0.000211,0.86207,0.000656462,0.8553,0.001970229
327,0.86751,0.8673,0.00021,0.85506,0.000655424,0.8467,0.001967181
199,0.9,0.900209,0.000209,0.69111,0.000652729,0.8325,0.001964496
893,0.856740046,0.856949,0.000208954,0.84935,0.00065022,0.8656,0.00191
1017,0.860551406,0.860343,0.000208406,0.86816,0.00065,0.9019,0.0019
178,0.861740257,0.861532,0.000208257,0.90065,0.00065,0.8981,0.0019
891,0.851128037,0.85092,0.000208037,0.90065,0.00065,0.8981,0.0019
639,0.691280369,0.691487,0.000206631,0.86186,0.000649789,0.9019,0.0019
455,0.9,0.899794,0.000206,0.84805,0.00064978,0.8981,0.0019
723,0.86751,0.867716,0.000206,0.68981,0.000647271,0.9019,0.0019
774,0.86751,0.867304,0.000206,0.86052,0.000645611,0.8981,0.0019
524,0.823963841,0.823758,0.000205841,0.86005,0.000644604,0.8673,0.001891507
846,0.847318546,0.847113,0.000205546,0.69399,0.000642284,0.8644,0.001890211
498,0.86751,0.867715,0.000205,0.85389,0.000641479,0.8355,0.001871701
1031,0.84869978,0.848496,0.00020378,0.86477,0.000638493,0.8514,0.001868112
708,0.9,0.900203,0.000203,0.70332,0.0006369,0.8586,0.001859954
52,0.854602137,0.854805,0.000202863,0.90063,0.00063,0.8586,0.001859954
312,0.9,0.899798,0.000202,0.90063,0.00063,0.8636,0.001859743
416,0.86751,0.867711,0.000201,0.83528,0.000628223,0.8599,0.001840257
460,0.691147171,0.690948,0.000199171,0.861,0.000621825,0.8555,0.001832875
458,0.853268112,0.853069,0.000199112,0.86813,0.00062,0.6745,0.001832806
772,0.8938269,0.894026,0.0001991,0.86479,0.000618493,0.8503,0.001831588
872,0.855715424,0.855914,0.000198576,0.89939,0.00061,0.687,0.001812575
189,0.9,0.900198,0.000198,0.8669,0.00061,0.8657,0.00181
144,0.861740257,0.861938,0.000197743,0.90061,0.00061,0.8533,0.001805114
492,0.861603599,0.861801,0.000197401,0.85052,0.000608037,0.8982,0.0018
914,0.9,0.899803,0.000197,0.82985,0.000603326,0.9018,0.0018
624,0.857605333,0.857802,0.000196667,0.83602,0.00060271,0.8982,0.0018
59,0.687259414,0.687456,0.000196586,0.85283,0.000602554,0.9018,0.0018
164,0.855715424,0.855912,0.000196576,0.8994,0.0006,0.7308,0.0018
825,0.9,0.900196,0.000196,0.8994,0.0006,0.8693,0.00179
572,0.687259414,0.687454,0.000194586,0.85607,0.000598775,0.8945,0.001769351
317,0.853735578,0.85393,0.000194422,0.90059,0.00059,0.8585,0.001759954
334,0.861621825,0.861428,0.000193825,0.56008,0.000586617,0.8588,0.001751406
61,0.692227731,0.69242,0.000192269,0.89942,0.00058,0.8623,0.001748594
734,0.8938269,0.893635,0.0001919,0.89942,0.00058,0.689,0.001732571
864,0.729,0.728809,0.000191,0.69351,0.000578308,0.5584,0.001719875
986,0.851131674,0.851322,0.000190326,0.68606,0.000570859,0.5584,0.001719875
379,0.856740046,0.85655,0.000190046,0.86808,0.00057,0.693,0.001719631
133,0.892730649,0.892541,0.000189649,0.86194,0.000569789,0.8658,0.00171
496,0.854424603,0.854235,0.000189603,0.55984,0.000569611,0.8608,0.001709789
413,0.9,0.899811,0.000189,0.67735,0.000567583,0.8983,0.0017
266,0.855715424,0.855904,0.000188576,0.67735,0.000567583,0.8983,0.0017
121,0.69209459,0.691907,0.00018759,0.82997,0.000565504,0.9017,0.0017
758,0.9,0.899813,0.000187,0.83534,0.000563909,0.9017,0.0017
365,0.9,0.899814,0.000186,0.86807,0.00056,0.9017,0.0017
660,0.892730649,0.892545,0.000185649,0.86695,0.00056,0.8647,0.001691247
508,0.565387782,0.565573,0.000185218,0.89944,0.00056,0.8642,0.001690211
381,0.9,0.899815,0.000185,0.83109,0.000554496,0.8692,0.00169
493,0.853549033,0.853734,0.000184967,0.69408,0.000552284,0.8574,0.001684576
137,0.861740257,0.861924,0.000183743,0.85057,0.000551135,0.8955,0.0016731
867,0.848705633,0.848523,0.000182633,0.89945,0.00055,0.8538,0.001671225
33,0.559270389,0.559089,0.000181389,0.89945,0.00055,0.8944,0.001669351
637,0.691280369,0.6911,0.000180369,0.90055,0.00055,0.6888,0.001657271
224,0.86751,0.86769,0.00018,0.90055,0.00055,0.8601,0.001640257
792,0.86751,0.86733,0.00018,0.90055,0.00055,0.8289,0.001635504
856,0.693129494,0.69295,0.000179494,0.89328,0.0005469,0.6825,0.001627366
391,0.9,0.899821,0.000179,0.84065,0.0005431,0.862,0.001610094
328,0.9,0.900179,0.000179,0.90054,0.00054,0.8659,0.00161
466,0.854419756,0.854241,0.000178756,0.86197,0.000539789,0.8659,0.00161
650,0.892730649,0.892552,0.000178649,0.55981,0.000539611,0.853,0.001602137
631,0.68983993,0.690018,0.00017807,0.69347,0.000538308,0.8984,0.0016
276,0.86751,0.867688,0.000178,0.86216,0.000538175,0.8984,0.0016
819,0.86751,0.867688,0.000178,0.67732,0.000537583,0.9016,0.0016
839,0.854784966,0.854961,0.000176034,0.83107,0.000534496,0.9016,0.0016
250,0.9,0.899824,0.000176,0.86002,0.000531406,0.9016,0.0016
123,0.691280369,0.691456,0.000175631,0.8922,0.000530649,0.691,0.001591881
923,0.9,0.899825,0.000175,0.90053,0.00053,0.867,0.001591507
7,0.862509789,0.862335,0.000174789,0.90053,0.00053,0.8641,0.001590211
75,0.676782417,0.676608,0.000174417,0.89947,0.00053,0.8691,0.00159
969,0.9,0.899826,0.000174,0.72953,0.00053,0.8691,0.00159
91,0.668562622,0.668389,0.000173622,0.72953,0.00053,0.85,0.001586335
242,0.9,0.900172,0.000172,0.85727,0.000529954,0.8632,0.001578175
359,0.687451563,0.687623,0.000171437,0.85367,0.000525988,0.8632,0.001578175
358,0.855715424,0.855544,0.000171424,0.85218,0.000525766,0.6882,0.001552031
942,0.676782417,0.676612,0.000170417,0.89948,0.00052,0.8602,0.001540257
288,0.9,0.89983,0.00017,0.85987,0.000519906,0.6892,0.001532571
384,0.9,0.90017,0.00017,0.69749,0.000519608,0.8912,0.001530649
924,0.9,0.90017,0.00017,0.86214,0.000518175,0.6888,0.001513256
612,0.860694604,0.860525,0.000169604,0.69156,0.000516484,0.866,0.00151
874,0.822267422,0.822098,0.000169422,0.69067,0.000511117,0.866,0.00151
531,0.852416384,0.852585,0.000168616,0.89222,0.000510649,0.8985,0.0015
844,0.833628299,0.833796,0.000167701,0.89949,0.00051,0.8985,0.0015
107,0.690732571,0.690565,0.000167571,0.90051,0.00051,0.8985,0.0015
688,0.855715424,0.855548,0.000167424,0.90051,0.00051,0.8985,0.0015
1018,0.844601686,0.844769,0.000167314,0.86091,0.000503538,0.8985,0.0015
130,0.692227731,0.692395,0.000167269,0.86005,0.000501406,0.7305,0.0015
96,0.852756261,0.852589,0.000167261,0.86124,0.000500257,0.9015,0.0015
128,0.9,0.900167,0.000167,0.8995,0.0005,0.9015,0.0015
140,0.861740257,0.861575,0.000165257,0.8995,0.0005,0.869,0.00149
556,0.690599353,0.690764,0.000164647,0.9005,0.0005,0.8505,0.001485077
265,0.865408493,0.865244,0.000164493,0.86224,0.000499743,0.8539,0.001483616
947,0.9,0.899836,0.000164,0.69751,0.000499608,0.8632,0.001459743
435,0.9,0.900163,0.000163,0.89323,0.000499351,0.6858,0.001459414
721,0.86751,0.867673,0.000163,0.86212,0.000498175,0.6908,0.001427731
828,0.9,0.899837,0.000163,0.86191,0.000496462,0.8924,0.0014269
16,0.853667125,0.85383,0.000162875,0.8602,0.000494604,0.8554,0.001419414
148,0.861740257,0.861903,0.000162743,0.868,0.00049,0.8661,0.00141
505,0.667816973,0.667978,0.000161027,0.85723,0.000489954,0.8986,0.0014
527,0.9,0.899839,0.000161,0.86223,0.000489743,0.8986,0.0014
720,0.9,0.899839,0.000161,0.89334,0.0004869,0.8986,0.0014
973,0.854415412,0.854576,0.000160588,0.85527,0.000485034,0.9014,0.0014
510,0.855715424,0.855555,0.000160424,0.86021,0.000484604,0.9014,0.0014
776,0.8938269,0.893987,0.0001601,0.86114,0.000481825,0.9014,0.0014
544,0.860389906,0.86023,0.000159906,0.68774,0.000480586,0.9014,0.0014
363,0.861621825,0.861463,0.000158825,0.89952,0.00048,0.9014,0.0014
