Node,AlgoValue,ExactValue,AbsDiff,PercError
16,0.9853885317358566,0.9853885317507174,1.486077927381757e-11,1.508113682570951e-9
12,0.9745652500063569,0.9745652500063595,2.6645352591003757e-15,2.734075793368364e-13
11,0.9773438950448998,0.9773438950449023,2.4424906541753444e-15,2.499110770076615e-13
15,0.9849798946954835,0.9849798946954823,1.2212453270876722e-15,1.2398682792050635e-13
6,0.9951027390000001,0.9951027389999991,9.992007221626409e-16,1.0041181508220547e-13
4,0.98015429896731,0.9801542989673091,8.881784197001252e-16,9.061618365964525e-14
8,0.890603321859,0.8906033218590006,5.551115123125783e-16,6.23298272853807e-14
7,0.98955924651,0.9895592465099996,4.440892098500626e-16,4.487747564547416e-14
14,0.979461,0.9794609999999998,2.220446049250313e-16,2.2670081292162866e-14
10,0.8828999999999999,0.8829,1.1102230246251565e-16,1.2574731279025445e-14
1,1.0,1.0,0.0,0.0
2,0.99,0.99,0.0,0.0
3,1.0,1.0,0.0,0.0
5,0.9,0.9,0.0,0.0
9,0.9809999999999999,0.9809999999999999,0.0,0.0
13,1.0,1.0,0.0,0.0
