Node,PboxMean,MCValue,Diff
106,0.4304672100000002,0.430764,0.0002967899999997692
93,0.6461056695362711,0.645809,0.00029666953627116577
157,0.28242953648100005,0.282146,0.00028353648100004625
168,0.781701297381,0.781418,0.0002832973810000805
26,0.5122559799000002,0.512537,0.00028102009999986244
89,0.22876792454961006,0.229038,0.0002700754503899283
142,0.387420489,0.387689,0.0002685110000000268
171,0.8197249018190139,0.819993,0.00026809818098605387
228,0.31381059609000017,0.313543,0.00026759609000015505
178,0.42228833301000007,0.422024,0.0002643330100000618
163,0.7631913605066134,0.763454,0.0002626394933865628
94,0.4304672100000002,0.430209,0.000258210000000203
90,0.20589113209464913,0.206146,0.00025486790535086956
77,0.8100000000000004,0.810254,0.0002539999999996434
88,0.2541865828329001,0.25444,0.000253417167099923
253,0.28242953648100005,0.282682,0.0002524635189999347
143,0.4304672100000002,0.430717,0.00024978999999980545
34,0.22050940247336917,0.220261,0.0002484024733691581
158,0.31381059609000017,0.313563,0.00024759609000019056
298,0.6436341000000002,0.643878,0.00024389999999974155
41,0.387420489,0.387659,0.0002385109999999968
107,0.4782969000000003,0.478535,0.00023809999999968579
223,0.18530201888518413,0.185068,0.00023401888518412295
263,0.531441,0.531208,0.00023300000000003873
295,0.5691733110000001,0.568944,0.00022931100000012083
123,0.27706337528786107,0.277289,0.00022562471213893875
207,0.4782969000000003,0.478072,0.0002249000000003054
82,0.4782969000000003,0.478519,0.0002220999999997253
170,0.7271654058899998,0.726947,0.00021840588999977317
214,0.5040771029100003,0.504294,0.00021689708999972357
136,0.20589113209464913,0.206108,0.00021686790535088707
258,0.654284546526271,0.654068,0.0002165465262710109
230,0.387420489,0.387204,0.0002164889999999864
36,0.22876792454961006,0.228982,0.0002140754503899278
87,0.28242953648100005,0.282642,0.0002124635189999502
42,0.4304672100000002,0.430678,0.0002107899999997942
138,0.2541865828329001,0.254397,0.00021041716709990776
205,0.847637574265159,0.847845,0.00020742573484100468
222,0.20589113209464913,0.205685,0.00020613209464911963
266,0.4782969000000003,0.478502,0.00020509999999968054
215,0.387420489,0.387623,0.00020251100000001632
166,0.6331780508786099,0.632976,0.00020205087860991622
256,0.387420489,0.387219,0.00020148899999999914
30,0.3360911484123902,0.33629,0.00019885158760979404
29,0.3734346093471002,0.37363,0.00019539065289980728
183,0.7290000000000005,0.728807,0.00019300000000055384
292,0.5895389591148161,0.589731,0.00019204088518387508
300,0.41492734371900014,0.414738,0.00018934371900014568
249,0.18530201888518413,0.18549,0.000187981114815855
102,0.4304672100000002,0.430655,0.00018778999999979895
40,0.34867844010000015,0.348863,0.00018455989999982547
91,0.18530201888518413,0.185481,0.00017898111481587375
235,0.7290000000000005,0.729178,0.00017799999999945637
85,0.34867844010000015,0.348855,0.00017655989999987298
117,0.34205354973809987,0.342229,0.00017545026190013413
126,0.20197920058485067,0.201804,0.00017520058485065437
147,0.22876792454961006,0.228593,0.00017492454961007264
21,0.7290000000000005,0.728826,0.0001740000000005626
62,0.2541865828329001,0.254013,0.0001735828329000877
293,0.4304672100000002,0.43064,0.0001727899999998117
167,0.7035311676429,0.703359,0.00017216764290006736
165,0.8433478916000717,0.84352,0.00017210839992831684
115,0.27706337528786107,0.277233,0.00016962471213893826
20,0.8100000000000004,0.809832,0.00016800000000039006
285,0.5904900000000001,0.590324,0.0001660000000001105
116,0.30784819476429,0.308013,0.00016480523570999717
203,0.6868722244559519,0.687037,0.00016477554404814576
238,0.9000000000000002,0.900163,0.0001629999999998022
254,0.31381059609000017,0.313972,0.00016140390999980214
243,0.4782969000000003,0.478451,0.0001540999999997128
44,0.531441,0.531289,0.000152000000000041
250,0.20589113209464913,0.206043,0.00015186790535087757
122,0.30784819476429,0.307999,0.00015080523571003868
83,0.4304672100000002,0.430609,0.00014178999999980846
149,0.28242953648100005,0.282288,0.00014153648100007077
131,0.12157665459056938,0.121714,0.00013734540943062534
251,0.22876792454961006,0.228905,0.00013707545038993407
132,0.13508517176729928,0.135222,0.0001368282327007253
284,0.531441,0.531309,0.000132000000000021
137,0.22876792454961006,0.228636,0.0001319245496100574
244,0.4304672100000002,0.430597,0.00012978999999979646
226,0.40989607544743906,0.409769,0.0001270754474390623
110,0.5122559799000002,0.512382,0.0001260200999998462
240,0.5904900000000001,0.590614,0.00012399999999990197
118,0.3800594997090002,0.380182,0.0001225002909998052
268,0.5693271121033345,0.569205,0.00012211210333457068
182,0.760517192221975,0.760396,0.00012119222197504165
100,0.5213436209999999,0.521225,0.0001186209999998189
61,0.28242953648100005,0.282312,0.00011753648100004677
43,0.4782969000000003,0.478412,0.00011509999999970155
92,0.46920925889999987,0.469096,0.00011325889999985739
267,0.4304672100000002,0.430579,0.00011178999999977846
129,0.09847709021836114,0.098587,0.00010990978163885612
124,0.24935703775907497,0.249465,0.00010796224092501916
84,0.387420489,0.387528,0.00010751100000000458
133,0.15009463529699918,0.1502,0.0001053647030008209
186,0.8081204039100005,0.808223,0.00010259608999951819
169,0.734510511,0.734613,0.0001024889999999834
22,0.6561000000000005,0.656202,0.00010199999999949139
86,0.31381059609000017,0.313908,9.740390999984916e-5
130,0.10941898913151248,0.109513,9.401086848752349e-5
264,0.5904900000000001,0.590579,8.899999999989472e-5
134,0.16677181699666568,0.16686,8.81830033343245e-5
33,0.24501044719263249,0.245097,8.655280736752369e-5
135,0.18530201888518413,0.185388,8.598111481586401e-5
301,0.5433515058734681,0.543269,8.250587346814164e-5
121,0.42228833301000007,0.42221,7.833301000009785e-5
200,0.3734346093471002,0.373358,7.660934710018719e-5
114,0.24935703775907497,0.249433,7.596224092501491e-5
201,0.41492734371900014,0.414852,7.53437190001427e-5
245,0.387420489,0.387495,7.451099999999933e-5
25,0.5691733110000001,0.569242,6.868899999989964e-5
262,0.5890155583388489,0.58895,6.555833884891449e-5
32,0.2722338302140361,0.272298,6.416978596390788e-5
150,0.31381059609000017,0.31375,6.059609000019783e-5
151,0.34867844010000015,0.348621,5.7440100000138994e-5
255,0.34867844010000015,0.348622,5.644010000016575e-5
265,0.531441,0.531493,5.199999999994098e-5
224,0.16677181699666568,0.166721,5.081699666567574e-5
111,0.46103038191000045,0.461079,4.861808999956363e-5
75,0.9809999999999997,0.980955,4.499999999962867e-5
208,0.6066320414876103,0.606591,4.1041487610304905e-5
247,0.31381059609000017,0.313773,3.7596090000147075e-5
239,0.7377236564301001,0.737687,3.6656430100090454e-5
246,0.34867844010000015,0.348714,3.555989999987075e-5
234,0.8388625599000005,0.838898,3.544009999956188e-5
19,0.9000000000000002,0.899965,3.500000000022929e-5
146,0.20589113209464913,0.205859,3.213209464913991e-5
99,0.5792706899999999,0.579295,2.4310000000138388e-5
213,0.6545775271671004,0.654559,1.8527167100379494e-5
76,0.9000000000000002,0.899983,1.70000000002668e-5
24,0.6324147900000002,0.632401,1.3790000000235558e-5
125,0.2244213339831674,0.224431,9.666016832582391e-6
299,0.46103038191000045,0.461022,8.38191000046562e-6
109,0.5691733110000001,0.56918,6.6889999998931415e-6
221,0.22876792454961006,0.228774,6.075450389941839e-6
31,0.30248203357115117,0.302484,1.9664288488097093e-6
18,1.0,1.0,0.0
